,Expediente,ID de publicación en TED,Órgano de Contratación,ID del Órgano de Contratación,Estado de la Licitación,Objeto del contrato,Financiación UE,Presupuesto base de licitación sin impuestos,Valor estimado del contrato:,Tipo de Contrato:,Código CPV,Lugar de Ejecución,Sistema de contratación,Procedimiento de contratación,Tipo de tramitación,Método de presentación de la oferta,Fecha fin de presentación de oferta,Resultado,Adjudicatario,Nº de Licitadores Presentados,Importe de Adjudicación,Lote / Descripción ,Fecha fin de presentación de solicitud
870,430_2023_9 L2 Y L3,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación, por lotes, del suministro de vestuario y otras prendas con destino al personal cuyo cometido lo requiere: Servicio de Prevención y Extinción de Incendios (SEIS), Servicios Funerarios y Servicio de Interior y Atención Ciudadana (protocolo y conserjería)",No hay financiación con fondos de la UE,"26,024.95 Euros","62,459.88 Euros",Suministros,"18100000-Ropa de trabajo, ropa de trabajo especial y accesorios.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
871,A31_2022_115,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de Soporte y Mantenimiento especializado para la Plataforma Socyal V3,No hay financiación con fondos de la UE,"27,192.00 Euros","130,521.60 Euros",Servicios,72500000-Servicios informáticos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,"Virtual Desk, S.L.",1,"27,192.00 Euros",No disponible,nan
872,861_2023_13,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato del servicio de mantenimiento y reparación integral de los vehículos de la Policía Local de A Coruña, por lotes",No hay financiación con fondos de la UE,"71,900.83 Euros","143,801.66 Euros",Servicios,"50110000-Servicios de reparación y mantenimiento de vehículos de motor y equipo asociado., 50112300-Servicios de lavado de automóviles y similares., 50116500-Servicios de reparación de neumáticos, incluidos el ajuste y el equilibrado de ruedas.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
873,526_2023_19 L2,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicios para la Impartición de Acciones Formativas Presenciales del Servicio Municipal de Empleo y Empresa. Programación 2/23. LOTE 2 (Pintura decorativa en la construcción),No hay financiación con fondos de la UE,"139,794.79 Euros","139,794.79 Euros",Servicios,80000000-Servicios de enseñanza y formación.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,Luis Antonio Otero Sousa,3,"38,525.28 Euros",No disponible,nan
874,831_2023_77,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Contratación del suministro de una ambulancia para el Servicio de Extinción de Incendios y Salvamento (SEIS) del Ayuntamiento de A Coruña.,No hay financiación con fondos de la UE,"90,866.08 Euros","90,866.08 Euros",Suministros,34114121-Ambulancias.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"ITURRI, S.A.",3,"86,900.00 Euros",No disponible,nan
875,CI1_2023_123,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento abierto simplificado abreviado para contratar el servicio de mantenimiento del Museo Arqueológico y Casas Museo,No hay financiación con fondos de la UE,"9,662.17 Euros","48,310.85 Euros",Servicios,"50800000-Servicios varios de reparación y mantenimiento., 50710000-Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios., 50850000-Servicios de reparación y mantenimiento de mobiliario., 77311000-Servicios de mantenimiento de jardines y parques.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,03/10/2023 23:59,Adjudicado,"SERANTES CAMPOS INSTALACIONES, S.L.",4,"8,900.00 Euros",No disponible,nan
876,430_2023_5 L8,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio seguridad y vigilancia, control accesos, suministro e instalación, gestión y mantenimiento sistemas electrónicos de seguridad y de videovigilancia, servicio conexión a CRA, servicio de custodia de llaves en CRA y de intervención inmediata (acuda) en edificios municipales pertenecientes al Ayuntamiento de A Coruña y al IMCE y su control de calidad, por lotes. Lote 8 IMCE",No hay financiación con fondos de la UE,"8,821,927.65 Euros","10,570,379.13 Euros",Servicios,"79710000-Servicios de seguridad., 31625300-Sistemas de alarma antirrobo., 35121700-Sistemas de alarma., 50610000-Servicios de reparación y mantenimiento de equipos de seguridad., 71356200-Servicios de asistencia técnica., 71356300-Servicios de apoyo técnico., 71731000-Servicios de control de calidad industrial., 79711000-Servicios de vigilancia de sistemas de alarma., 79714000-Servicios de vigilancia.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Desierto,,0,Euros,No disponible,nan
877,230_2023_109,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Procedimiento abreviado simplificado para la contratación de obras comprendidas en el proyecto de remodelación del sanatorio de focas en el Aquarium Finisterrae de A Coruña,No hay financiación con fondos de la UE,"115,442.74 Euros","115,442.74 Euros",Obras,45212313-Trabajos de construcción de museos.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"GROMA OBRAS, S.L.",1,"108,768.00 Euros",No disponible,nan
878,238_2023_198,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"El objeto de la presente contratación del servicio de gestión, coordinación y dinamización del espacio para la juventud de las Naves del Metrosidero.",No hay financiación con fondos de la UE,"110,110.99 Euros","550,554.95 Euros",Servicios,"85311300-Servicios de bienestar social proporcionados a niños y jóvenes., 92000000-Servicios de esparcimiento, culturales y deportivos.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,ATLANTIC PONTE 2000 S.L.U.,2,"102,000.00 Euros",No disponible,nan
879,231_2023_68,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Diseño y ejecución de actividades de promoción de la lectura en las bibliotecas municipales,No hay financiación con fondos de la UE,"42,856.05 Euros","128,568.16 Euros",Servicios,79952100-Servicios de organización de eventos culturales.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,DAVID PERNAS LAZARO,1,"41,709.09 Euros",No disponible,nan
880,521_2022_740,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Red de Saneamiento Separativo en el Barrio de las Flores: Pluviales en la avda. Salvador de Madariaga. POS+Adicional 2/2022,No hay financiación con fondos de la UE,"198,334.86 Euros","198,334.86 Euros",Obras,45232410-Obras de saneamiento.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,Jardineria Arce S.L.,4,"186,414.94 Euros",No disponible,nan
881,105_2022_449,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicios de Atención en la calle a las personas sin hogar (PSH) en el término municipal de A Coruña (Sinhogarismo), período 2023/2025",No hay financiación con fondos de la UE,"341,366.14 Euros","409,639.37 Euros",Servicios,"85300000-Servicios de asistencia social y servicios conexos., 85310000-Servicios de asistencia social., 85312000-Servicios de asistencia social sin alojamiento., 85320000-Servicios sociales., 85322000-Programa de acción municipal., 98000000-Otros servicios comunitarios, sociales o personales.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,Osventos Innovación en Servizos S.L.,1,0.00 Euros,No disponible,nan
882,211_2023_638,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Organización del IV Trofeo Ciudad de A Coruña de Marcha Nórdica (Modalidad Open) y del I Campeonato de Galicia de clubes, II Campeonato de Galicia Individual y IV Prueba de la I Copa de la Xunta de Galicia de Marcha Nórdica en la ciudad de A Coruña",No hay financiación con fondos de la UE,"18,196.02 Euros","19,996.02 Euros",Servicios,92622000-Servicios de organización de espectáculos deportivos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,Federación Galega de Montañismo,1,"18,000.00 Euros",No disponible,nan
883,244_2023_296,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado abreviado para la contratación mixta de suministro y servicio- de productos publicitarios para las campañas informativas y programas de formación e información, por lotes, para la OMIC",No hay financiación con fondos de la UE,"9,064.90 Euros","21,755.76 Euros",Servicios,"79810000-Servicios de impresión., 18936000-Bolsas textiles., 30192121-Bolígrafos., 30192130-Lápices.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,30/05/2023 23:59,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
884,238_2021_497,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Desarrollo del sistema de indicadores de desarrollo urbano sostenible, igualdad y diversidad (SIDUSID) del Nuevo Observatorio Urbano - Observatorio Municipal de Igualdad, Diversidad y Sostenibilidad de A Coruña (NOU-OMIDS) en el marco de la LA32_OP32 de la estrategia DUSI de A Coruña (EidusCoruña), cofinanciado por el Fondo Europeo de Desarrollo Regional (FEDER).",Fondo Europeo de Desarrollo Regional,"93,649.68 Euros","333,132.38 Euros",Servicios,"72000000-Servicios TI: consultoría, desarrollo de software, Internet y apoyo.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"AUREN CONSULTORES SP, S.L.P.",7,"54,316.00 Euros",No disponible,nan
885,105_2023_665,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Obras comprendidas en el proyecto de reforma del local para el centro de baja exigencia Padre Rubinos - Fase 1, cofinanciado en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa europeo operativo plurirregional de España 2014-2020",Fondo Europeo de Desarrollo Regional,"622,051.38 Euros","840,458.68 Euros",Obras,"45210000-Trabajos de construcción de inmuebles., 45215200-Trabajos de construcción de edificios para servicios sociales.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"PRACE, SERVICIOS Y OBRAS, S.A.",9,"591,570.86 Euros",No disponible,nan
886,525_2022_108 L11,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Concesión administrativa para la utilización privativa y explotación de los puestos exteriores del Mercado Municipal de San Agustín. (Reapertura del plazo de presentación de ofertas en el Lote 11).,No hay financiación con fondos de la UE,0.00 Euros,"600,819.00 Euros",Concesión de Servicios,"55900000-Servicios comerciales al por menor., 03121210-Arreglos florales., 50822000-Servicios de reparación de zapatos.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,María Carmen Novo Ares,2,"2,500.00 Euros",No disponible,nan
887,211_2023_434,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de organización del torneo de baloncesto open de la competición ""Herbalife 3x3 series"" en la ciudad de A Coruña",No hay financiación con fondos de la UE,"49,586.78 Euros","49,586.78 Euros",Servicios,92622000-Servicios de organización de espectáculos deportivos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,Federación Española de Baloncesto,1,"49,586.78 Euros",No disponible,nan
888,6A1_2021_44,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicios de asistencia técnica para la producción, grabación, realización y edición de videos para la Estrategia EidusCoruña – Cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Programa Operativo Plurirregional de España 2014-2020,",Fondo Europeo de Desarrollo Regional,"42,024.80 Euros","84,049.60 Euros",Servicios,92100000-Servicios de cine y vídeo.,España - A Coruña,No aplica,Abierto,Urgente,Electrónica,nan,Formalizado,TEX45 PRODUCIÓNS S.L.,5,"15,890.00 Euros",No disponible,nan
889,541_2021_2087,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato del servicio de recogida, transporte, mantenimiento y residencia de animales domésticos de A Coruña",No hay financiación con fondos de la UE,"815,430.36 Euros","2,038,575.95 Euros",Servicios,"85210000-Guarderías para animales de compañía., 85200000-Servicios de veterinaria., 98380000-Servicios de perrera.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"SERVICIOS GALLEGOS DE LACERÍA, S.L.",4,"394,800.00 Euros",No disponible,nan
890,A31_2023_18,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de Mantenimiento y Asistencia Técnica de la Aplicación de Gestión de Bibliotecas ABSYSNET,No hay financiación con fondos de la UE,"42,320.00 Euros","86,640.00 Euros",Servicios,72500000-Servicios informáticos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,"BARATZ SERVICIOS DE TELEDOCUMENTACION, S.A.",1,"42,000.00 Euros",No disponible,nan
891,521_2022_1020,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado de tramitación abreviada para contratar las obras de ""Paso de Peatones en la Avenida de Arteixo. Límite distrito 10 y distrito 4, Presupuestos Participativos 2021""",No hay financiación con fondos de la UE,"58,267.93 Euros","58,267.93 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,18/05/2023 23:59,Adjudicado,Jardineria Arce S.L.,1,"56,519.89 Euros",No disponible,nan
892,525_2022_108,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Parcialmente Resuelta,Concesión administrativa para la utilización privativa y explotación de los puestos exteriores del Mercado Municipal de San Agustín,No hay financiación con fondos de la UE,0.00 Euros,"600,819.00 Euros",Concesión de Servicios,"55100000-Servicios de hostelería., 03121210-Arreglos florales., 15894100-Comidas vegetarianas., 50822000-Servicios de reparación de zapatos., 55000000-Servicios comerciales al por menor de hostelería y restauración., 55900000-Servicios comerciales al por menor., 85312200-Reparto a domicilio de alimentos.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,28/11/2022 23:59,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
893,861_2022_105,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Parcialmente Resuelta,Procedimiento simplificado abreviado para la contratación por lotes del suministro de test indiciarios antidroga.,No hay financiación con fondos de la UE,"8,720.00 Euros","34,880.00 Euros",Suministros,"38544000-Aparatos detectores de drogas., 33141625-Kits para diagnóstico.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,30/11/2022 23:59,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
894,230_2023_63,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento simplificado abreviado para el servicio de producción y cesión de derechos de una exposición temporal para los Museos Científicos Coruñeses de imágenes ganadoras y galardonadas en un concurso de fotografía de naturaleza de prestigio internacional convocado anualmente,No hay financiación con fondos de la UE,"15,914.00 Euros","47,742.00 Euros",Servicios,79956000-Servicios de organización de ferias y exposiciones.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,17/04/2023 23:59,Adjudicado,Crescent Iniciativas SL,1,"15,914.00 Euros",No disponible,nan
